,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Age,Height,Weight,Number of siblings,Gender_female,Gender_male,Left - right handed_left handed,Left - right handed_right handed,Education_college/bachelor degree,Education_currently a primary school pupil,Education_doctorate degree,Education_masters degree,Education_primary school,Education_secondary school,Only child_no,Only child_yes,Village - town_city,Village - town_village,House - block of flats_block of flats,House - block of flats_house/bungalow,cluster_label
456,2.0,2.0,5.0,5.0,2.0,3,5.0,5.0,4.0,3.0,22.0,165.0,57.0,2.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,2
457,1.0,3.0,2.0,1.0,5.0,5,3.0,5.0,5.0,4.0,28.0,166.0,60.0,1.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,2
458,3.0,1.0,1.0,3.0,4.0,3,1.0,3.0,3.0,2.0,22.0,170.0,52.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2
459,1.0,1.0,1.0,2.0,1.0,3,3.0,3.0,2.0,3.0,18.0,173.0,67.0,1.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1
460,4.0,5.0,3.0,2.0,4.0,3,3.0,2.0,5.0,4.0,25.0,165.0,75.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1
461,1.0,1.0,1.0,1.0,3.0,1,3.0,3.0,1.0,5.0,23.0,162.0,65.0,1.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1
462,3.0,1.0,2.0,1.0,1.0,2,3.0,3.0,5.0,5.0,21.0,185.0,70.0,0.0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,4
463,1.0,3.0,2.0,1.0,5.0,3,1.0,1.0,1.0,3.0,25.0,160.0,55.0,1.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,6
464,3.0,2.0,4.0,4.0,5.0,4,1.0,1.0,1.0,4.0,28.0,180.0,70.0,1.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,4
465,3.0,1.0,1.0,2.0,2.0,5,3.0,2.0,4.0,3.0,19.0,172.0,75.0,4.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,4
466,4.0,4.0,4.0,3.0,3.0,3,5.0,1.0,3.0,4.0,28.0,165.0,57.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,2
467,1.0,2.0,1.0,1.0,5.0,5,5.0,3.0,5.0,3.0,18.0,165.0,48.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,6
468,2.0,1.0,2.0,3.0,1.0,4,2.0,1.0,2.0,3.0,18.0,174.0,64.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,5
469,1.0,1.0,3.0,3.0,4.0,5,4.0,1.0,5.0,4.0,18.0,182.0,63.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,5
470,1.0,2.0,2.0,2.0,5.0,5,4.0,3.0,3.0,4.0,17.0,168.0,70.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1
471,2.0,3.0,3.0,3.0,1.0,1,1.0,3.0,2.0,3.0,21.0,168.0,62.0,1.0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1
472,2.0,2.0,1.0,1.0,3.0,5,2.0,1.0,2.0,1.0,21.0,187.0,73.0,4.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,4
473,2.0,4.0,3.0,3.0,5.0,3,2.0,1.0,1.0,3.0,23.0,167.0,70.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1
474,1.0,3.0,3.0,2.0,5.0,5,5.0,1.0,4.0,5.0,20.0,168.0,76.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1
475,3.0,2.0,2.0,2.0,2.0,4,3.0,3.0,2.0,3.0,20.0,170.0,50.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2
476,1.0,3.0,3.0,3.0,2.0,5,5.0,3.0,5.0,1.0,26.0,168.0,65.0,3.0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1
477,1.0,1.0,1.0,1.0,3.0,1,1.0,2.0,1.0,2.0,21.0,175.0,70.0,1.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,4
478,1.0,1.0,2.0,2.0,4.0,4,4.0,1.0,3.0,1.0,19.0,185.0,83.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0
479,1.0,1.0,4.0,1.0,5.0,4,2.0,3.0,4.0,3.0,21.0,171.0,60.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,2
480,1.0,4.0,1.0,1.0,1.0,5,1.0,1.0,1.0,3.0,22.0,172.0,60.0,1.0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,5
481,1.0,1.0,1.0,2.0,1.0,2,3.0,5.0,3.0,4.0,21.0,162.0,51.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,6
482,1.0,2.0,2.0,2.0,1.0,1,2.0,3.0,2.0,4.0,17.0,167.0,70.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1
483,3.0,1.0,1.0,2.0,2.0,1,1.0,5.0,2.0,1.0,20.0,163.0,52.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,6
484,3.0,2.0,4.0,5.0,2.0,5,4.0,1.0,4.0,3.0,22.0,170.0,55.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,2
485,1.0,4.0,3.0,4.0,5.0,3,3.0,4.0,3.0,1.0,19.0,168.0,60.0,2.0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,2
486,1.0,4.0,4.0,4.0,4.0,4,4.0,1.0,4.0,5.0,25.0,164.0,63.0,0.0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1
487,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,2.0,2.0,29.0,183.0,111.0,1.0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,3
488,1.0,1.0,2.0,3.0,3.0,1,1.0,1.0,3.0,3.0,29.0,173.0,81.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,4
489,1.0,1.0,1.0,2.0,3.0,4,1.0,1.0,3.0,3.0,17.0,173.0,54.0,1.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,2
490,1.0,2.0,2.0,2.0,2.0,2,2.0,2.0,3.0,3.0,19.0,185.0,75.0,2.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,4
491,1.0,1.0,3.0,1.0,1.0,2,1.0,1.0,5.0,5.0,18.0,170.0,75.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1
492,1.0,1.0,1.0,1.0,3.0,1,1.0,1.0,1.0,1.0,20.0,174.0,60.0,3.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,5
493,1.0,2.0,2.0,1.0,5.0,3,1.0,2.0,2.0,2.0,19.0,180.0,70.0,1.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,4
494,1.0,1.0,1.0,4.0,1.0,1,1.0,3.0,1.0,4.0,19.0,176.0,66.0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,5
495,3.0,1.0,1.0,5.0,3.0,5,5.0,2.0,3.0,3.0,19.0,175.0,80.0,1.0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,4
496,1.0,1.0,3.0,1.0,5.0,5,5.0,5.0,3.0,1.0,18.0,180.0,75.0,1.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,4
497,1.0,2.0,1.0,1.0,1.0,1,1.0,2.0,4.0,3.0,18.0,163.0,57.0,1.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,2
498,3.0,2.0,2.0,2.0,2.0,4,4.0,2.0,2.0,2.0,19.0,170.0,63.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1
499,1.0,2.0,1.0,3.0,1.0,2,1.0,2.0,4.0,2.0,19.0,168.0,56.0,3.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2
500,3.0,3.0,4.0,3.0,3.0,2,4.0,5.0,3.0,3.0,21.0,180.0,61.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,5
501,1.0,1.0,2.0,1.0,2.0,2,1.0,1.0,1.0,1.0,23.0,165.0,60.0,0.0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,2
502,1.0,1.0,1.0,1.0,3.0,5,3.0,3.0,1.0,3.0,17.0,182.0,84.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
503,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,18.0,173.0,65.0,3.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,5
504,1.0,1.0,2.0,4.0,2.0,2,3.0,1.0,3.0,2.0,26.0,183.0,90.0,5.0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
505,1.0,1.0,1.0,2.0,1.0,1,1.0,1.0,1.0,2.0,22.0,186.0,65.0,0.0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,5
506,1.0,1.0,3.0,1.0,1.0,1,1.0,1.0,5.0,5.0,18.0,170.0,75.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1
507,3.0,1.0,1.0,3.0,3.0,3,3.0,1.0,2.0,3.0,17.0,175.0,64.0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,5
508,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,1.0,22.0,175.0,86.0,6.0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0
509,1.0,1.0,1.0,1.0,1.0,1,1.0,3.0,1.0,4.0,21.0,168.0,49.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2
510,2.0,5.0,4.0,1.0,2.0,4,5.0,4.0,5.0,4.0,21.0,162.0,51.0,3.0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,6
511,2.0,2.0,2.0,3.0,2.0,4,2.0,3.0,2.0,3.0,19.0,171.0,49.0,3.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,2
512,3.0,2.0,1.0,1.0,2.0,2,2.0,1.0,1.0,1.0,26.0,186.0,98.0,1.0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0
513,1.0,2.0,5.0,2.0,2.0,4,4.0,2.0,4.0,4.0,19.0,159.0,52.0,3.0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,6
514,1.0,2.0,2.0,2.0,2.0,5,3.0,1.0,3.0,3.0,20.0,197.0,100.0,1.0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0
515,4.0,1.0,3.0,4.0,3.0,3,2.0,3.0,3.0,3.0,25.0,167.0,49.0,1.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,2
516,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,23.0,192.0,86.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0
517,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,24.0,190.0,84.0,1.0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0
518,1.0,2.0,2.0,3.0,5.0,5,5.0,4.0,5.0,4.0,19.0,172.0,50.0,2.0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,2
519,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,3.0,3.0,18.0,186.0,76.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,4
520,1.0,1.0,2.0,3.0,4.0,5,4.0,2.0,3.0,4.0,26.0,185.0,92.0,1.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
521,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0,19.0,167.0,63.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1
522,1.0,2.0,3.0,4.0,5.0,4,3.0,2.0,1.0,2.0,16.0,170.0,54.0,2.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,2
523,2.0,1.0,3.0,2.0,1.0,4,3.0,2.0,4.0,4.0,18.0,174.0,64.0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,5
524,3.0,2.0,2.0,2.0,4.0,5,5.0,4.0,4.0,4.0,20.0,170.0,53.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,2
525,2.0,2.0,2.0,2.0,5.0,5,4.0,3.0,2.0,4.0,17.0,168.0,70.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1
526,4.0,2.0,2.0,2.0,2.0,2,4.0,2.0,2.0,2.0,20.0,171.0,62.0,0.0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,5
527,3.0,2.0,2.0,2.0,3.0,5,3.0,3.0,3.0,2.0,19.0,165.0,51.0,3.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,6
528,1.0,3.0,3.0,2.0,5.0,2,1.0,1.0,4.0,1.0,17.0,167.0,48.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,6
529,2.0,1.0,2.0,3.0,1.0,5,3.0,2.0,3.0,3.0,18.0,174.0,64.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,5
530,1.0,3.0,1.0,1.0,1.0,2,1.0,3.0,5.0,4.0,20.0,171.0,63.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1
531,2.0,4.0,5.0,4.0,2.0,1,1.0,3.0,3.0,3.0,17.0,170.0,55.0,3.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,2
532,1.0,1.0,1.0,1.0,2.0,2,4.0,1.0,2.0,2.0,19.0,190.0,80.0,1.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0
533,2.0,2.0,3.0,2.0,1.0,1,1.0,2.0,2.0,1.0,16.0,177.0,70.0,1.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,4
534,2.0,1.0,2.0,2.0,2.0,5,4.0,1.0,3.0,2.0,19.0,162.0,52.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,6
535,3.0,3.0,3.0,4.0,1.0,1,4.0,4.0,5.0,4.0,21.0,192.0,93.0,1.0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
536,3.0,3.0,3.0,4.0,1.0,5,5.0,1.0,3.0,3.0,24.0,185.0,120.0,2.0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3
537,1.0,1.0,1.0,1.0,1.0,5,1.0,1.0,1.0,3.0,23.0,190.0,95.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0
538,1.0,1.0,1.0,1.0,5.0,5,3.0,3.0,1.0,5.0,30.0,173.0,69.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1
539,5.0,3.0,4.0,5.0,5.0,5,3.0,4.0,3.0,4.0,27.0,189.0,113.0,3.0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,3
540,3.0,2.0,1.0,2.0,1.0,1,1.0,2.0,1.0,2.0,19.0,185.0,65.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,5
541,1.0,1.0,1.0,2.0,3.0,1,5.0,2.0,3.0,3.0,18.0,160.0,55.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,6
542,2.0,1.0,3.0,2.0,3.0,3,2.0,2.0,2.0,4.0,18.0,203.0,89.0,2.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
543,3.0,2.0,1.0,1.0,3.0,4,2.0,4.0,2.0,1.0,17.0,185.0,70.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,4
544,1.0,2.0,3.0,5.0,5.0,2,1.0,4.0,1.0,3.0,19.0,172.0,60.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,5
545,1.0,1.0,1.0,5.0,5.0,5,4.0,3.0,3.0,4.0,21.0,173.0,62.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,5
546,4.0,4.0,3.0,3.0,5.0,5,5.0,5.0,5.0,4.0,17.0,165.0,53.0,3.0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,2
547,1.0,1.0,1.0,1.0,4.0,5,2.0,3.0,3.0,3.0,20.0,187.0,95.0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
548,1.0,1.0,1.0,2.0,2.0,2,1.0,1.0,3.0,3.0,20.0,181.0,73.0,1.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,4
549,1.0,1.0,1.0,2.0,1.0,5,1.0,1.0,4.0,2.0,18.0,176.0,76.0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,4
550,1.0,3.0,4.0,5.0,5.0,5,4.0,5.0,4.0,1.0,20.0,180.0,90.0,1.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
551,4.0,1.0,2.0,2.0,3.0,2,3.0,4.0,3.0,3.0,20.0,178.0,66.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,5
552,5.0,3.0,2.0,4.0,1.0,5,2.0,3.0,4.0,4.0,17.0,175.0,60.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,5
553,1.0,2.0,3.0,4.0,5.0,1,3.0,5.0,5.0,1.0,21.0,180.0,63.0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,5
554,1.0,2.0,2.0,2.0,1.0,1,1.0,1.0,1.0,1.0,23.0,170.0,70.0,0.0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1
555,2.0,1.0,1.0,5.0,1.0,1,1.0,1.0,1.0,5.0,24.0,178.0,80.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,4
556,5.0,2.0,2.0,1.0,2.0,3,2.0,1.0,1.0,1.0,17.0,160.0,48.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,6
557,3.0,1.0,1.0,3.0,4.0,5,3.0,1.0,3.0,3.0,18.0,162.0,55.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,6
558,4.0,2.0,3.0,5.0,3.0,5,4.0,3.0,3.0,4.0,17.0,185.0,99.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
559,2.0,2.0,2.0,3.0,3.0,4,1.0,1.0,1.0,4.0,19.0,175.0,60.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,5
560,2.0,2.0,1.0,1.0,2.0,2,3.0,4.0,5.0,2.0,21.0,188.0,81.0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
561,2.0,2.0,5.0,1.0,1.0,1,1.0,5.0,1.0,2.0,29.0,170.0,58.0,1.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,2
562,1.0,2.0,3.0,3.0,4.0,3,4.0,1.0,4.0,2.0,20.0,158.0,55.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,6
563,2.0,3.0,2.0,3.0,2.0,2,2.0,2.0,4.0,2.0,20.0,168.0,55.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2
564,1.0,1.0,2.0,5.0,4.0,1,1.0,1.0,1.0,1.0,20.0,162.0,50.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,6
565,1.0,1.0,3.0,2.0,2.0,5,2.0,2.0,2.0,1.0,19.0,193.0,77.0,1.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
566,5.0,1.0,4.0,4.0,4.0,3,2.0,3.0,2.0,4.0,21.0,179.0,76.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,4
567,1.0,2.0,1.0,1.0,3.0,2,1.0,4.0,3.0,1.0,19.0,190.0,76.0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,4
568,1.0,1.0,1.0,3.0,1.0,1,1.0,4.0,1.0,3.0,19.0,187.0,88.0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
569,2.0,1.0,3.0,2.0,5.0,4,3.0,2.0,3.0,3.0,21.0,170.0,58.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,2
570,3.0,3.0,3.0,1.0,2.0,2,2.0,5.0,4.0,2.0,23.0,163.0,68.0,1.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1
571,2.0,2.0,3.0,2.0,2.0,4,2.0,4.0,5.0,3.0,24.0,169.0,53.0,1.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,2
572,1.0,1.0,1.0,1.0,1.0,3,1.0,1.0,3.0,1.0,30.0,184.0,78.0,2.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,4
573,5.0,2.0,2.0,4.0,5.0,5,5.0,4.0,5.0,3.0,23.0,171.0,54.0,4.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2
574,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,19.0,184.0,60.0,4.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,5
575,3.0,4.0,1.0,2.0,5.0,1,1.0,3.0,2.0,4.0,17.0,175.0,68.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,5
576,1.0,1.0,2.0,2.0,2.0,2,1.0,2.0,2.0,1.0,19.0,175.0,75.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,4
577,3.0,1.0,2.0,4.0,5.0,5,3.0,4.0,2.0,1.0,27.0,180.0,75.0,0.0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,4
578,4.0,1.0,1.0,1.0,4.0,4,1.0,2.0,3.0,5.0,19.0,180.0,90.0,1.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
579,2.0,2.0,2.0,2.0,4.0,5,5.0,1.0,4.0,2.0,17.0,156.0,51.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,6
580,1.0,1.0,2.0,1.0,2.0,4,1.0,5.0,3.0,3.0,20.0,192.0,80.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0
581,1.0,1.0,1.0,4.0,2.0,2,2.0,5.0,3.0,2.0,20.0,190.0,125.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,3
582,1.0,1.0,2.0,1.0,3.0,3,2.0,1.0,2.0,1.0,20.0,182.0,88.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0
583,2.0,1.0,2.0,1.0,2.0,5,1.0,1.0,3.0,2.0,21.0,195.0,82.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0
584,2.0,2.0,2.0,3.0,4.0,4,3.0,3.0,3.0,4.0,20.0,185.0,85.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
585,3.0,2.0,3.0,2.0,4.0,3,4.0,2.0,3.0,2.0,17.0,182.0,79.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,4
586,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,1.0,5.0,23.0,185.0,90.0,1.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0
587,2.0,1.0,1.0,5.0,5.0,4,3.0,3.0,1.0,5.0,25.0,172.0,56.0,1.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,2
588,1.0,2.0,2.0,4.0,3.0,1,1.0,2.0,1.0,3.0,18.0,170.0,54.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2
589,5.0,2.0,3.0,3.0,4.0,4,3.0,3.0,2.0,2.0,25.0,168.0,63.0,1.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1
590,2.0,2.0,2.0,3.0,2.0,2,2.0,2.0,4.0,3.0,20.0,182.0,73.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,4
591,1.0,1.0,2.0,1.0,2.0,3,4.0,3.0,4.0,3.0,18.0,162.0,54.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,6
592,1.0,1.0,1.0,1.0,2.0,1,3.0,1.0,2.0,1.0,19.0,182.0,72.0,1.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,4
593,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,4.0,3.0,22.0,189.0,89.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
594,3.0,2.0,2.0,4.0,2.0,3,4.0,2.0,3.0,3.0,26.0,182.0,76.0,3.0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,4
595,3.0,2.0,1.0,2.0,1.0,1,1.0,2.0,2.0,3.0,23.0,185.0,87.0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
596,1.0,1.0,1.0,1.0,2.0,3,4.0,2.0,4.0,3.0,18.0,162.0,54.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,6
597,1.0,2.0,3.0,4.0,4.0,1,1.0,2.0,1.0,3.0,18.0,170.0,54.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2
598,1.0,1.0,2.0,3.0,1.0,3,4.0,5.0,3.0,4.0,19.0,168.0,57.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,2
599,1.0,4.0,4.0,1.0,5.0,5,5.0,5.0,5.0,5.0,19.0,175.0,58.0,1.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,5
600,1.0,1.0,1.0,1.0,1.0,1,1.0,3.0,1.0,2.0,21.0,187.0,85.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0
601,2.0,2.0,2.0,3.0,3.0,3,5.0,4.0,2.0,3.0,20.0,175.0,58.0,1.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,5
602,1.0,1.0,1.0,2.0,2.0,3,1.0,1.0,5.0,4.0,20.0,180.0,57.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,5
603,1.0,1.0,1.0,3.0,3.0,3,2.0,1.0,3.0,2.0,19.0,181.0,70.0,1.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,4
604,4.0,2.0,2.0,2.0,3.0,5,4.0,5.0,3.0,4.0,19.0,158.0,45.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,6
605,2.0,2.0,2.0,2.0,2.0,5,3.0,3.0,3.0,2.0,22.0,174.0,83.0,1.0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,4
606,2.0,3.0,2.0,4.0,2.0,3,2.0,1.0,2.0,3.0,23.0,183.0,85.0,2.0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0
607,3.0,2.0,3.0,4.0,2.0,3,3.0,4.0,4.0,2.0,21.0,176.0,80.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,4
608,1.0,2.0,2.0,4.0,5.0,4,2.0,2.0,1.0,2.0,22.0,173.0,50.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2
